"id","market","strategy","status","outcome","execution_mode","quality_gate_status","quality_gate_reasons","entry_at","exit_at","side","entry","stop","target","net_pnl","r_multiple","risk","cost_r","fees","slippage","mfe_r","mae_r","exit_reason","quality_score","trend_score","regime"
"magi_15_htf_mtf_revisit_trade_management_v2:scout_touch_rejection:BTC-EUR:BTC-EUR:mtf:1h:support:384","BTC-EUR","scout_touch_rejection","closed_win","win","shadow_quality_blocked","blocked_shadow","hard_cost_r_block;quality_score_below_strategy_minimum;late_or_extended_entry","2026-06-26T13:47:51.974Z","2026-06-26T13:57:52.349Z","long","52064","51984.66","52183.01","-2.34","-0.47","5","1.97","6.56","3.28","6.89","0","Take Profit","0.3832","0.5473","Unknown"
"magi_15_htf_mtf_revisit_trade_management_v2:momentum_continuation:BTC-EUR:BTC-EUR:mtf:1h:support:384","BTC-EUR","momentum_continuation","closed_win","win","shadow_quality_blocked","blocked_shadow","hard_cost_r_block;quality_score_below_strategy_minimum;late_or_extended_entry","2026-06-26T13:47:51.974Z","2026-06-26T13:57:52.349Z","long","52064","51984.66","52183.01","-2.34","-0.47","5","1.97","6.56","3.28","6.89","0","Take Profit","0.4201","0.681","Trending"
"magi_15_htf_mtf_revisit_trade_management_v2:mean_reversion:BTC-EUR:BTC-EUR:mtf:1h:support:384","BTC-EUR","mean_reversion","closed_win","win","shadow_quality_blocked","blocked_shadow","hard_cost_r_block;quality_score_below_strategy_minimum;trend_score_below_minimum;late_or_extended_entry","2026-06-26T13:47:51.974Z","2026-06-26T13:57:52.349Z","long","52064","51984.66","52183.01","-2.34","-0.47","5","1.97","6.56","3.28","6.89","0","Take Profit","0.3392","0.3963","Range"
"magi_15_htf_mtf_revisit_trade_management_v2:liquidity_sweep_fade:BTC-EUR:BTC-EUR:mtf:1h:support:384","BTC-EUR","liquidity_sweep_fade","closed_win","win","shadow_quality_blocked","blocked_shadow","hard_cost_r_block;quality_score_below_strategy_minimum;trend_score_below_minimum;late_or_extended_entry","2026-06-26T13:47:51.974Z","2026-06-26T13:57:52.349Z","long","52064","51984.66","52183.01","-2.34","-0.47","5","1.97","6.56","3.28","6.89","0","Take Profit","0.356","0.3963","Unknown"
"magi_15_htf_mtf_revisit_trade_management_v2:range_bounce:BTC-EUR:BTC-EUR:mtf:1h:support:384","BTC-EUR","range_bounce","closed_win","win","shadow_quality_blocked","blocked_shadow","hard_cost_r_block;quality_score_below_strategy_minimum;trend_score_below_minimum;late_or_extended_entry","2026-06-26T13:47:51.974Z","2026-06-26T13:57:52.349Z","long","52064","51984.66","52183.01","-2.34","-0.47","5","1.97","6.56","3.28","6.89","0","Take Profit","0.3392","0.3963","Range"
"magi_15_htf_mtf_revisit_trade_management_v2:scout_touch_rejection:BTC-EUR:BTC-EUR:mtf:1h:support:380","BTC-EUR","scout_touch_rejection","closed_win","win","shadow_quality_blocked","blocked_shadow","hard_cost_r_block;quality_score_below_strategy_minimum;late_or_extended_entry","2026-06-26T13:47:51.974Z","2026-06-26T13:57:52.349Z","long","52064","51984.72","52182.92","-2.35","-0.47","5","1.97","6.57","3.28","6.9","0","Take Profit","0.3834","0.5473","Unknown"
"magi_15_htf_mtf_revisit_trade_management_v2:momentum_continuation:BTC-EUR:BTC-EUR:mtf:1h:support:380","BTC-EUR","momentum_continuation","closed_win","win","shadow_quality_blocked","blocked_shadow","hard_cost_r_block;quality_score_below_strategy_minimum;late_or_extended_entry","2026-06-26T13:47:51.974Z","2026-06-26T13:57:52.349Z","long","52064","51984.72","52182.92","-2.35","-0.47","5","1.97","6.57","3.28","6.9","0","Take Profit","0.4204","0.681","Trending"
"magi_15_htf_mtf_revisit_trade_management_v2:mean_reversion:BTC-EUR:BTC-EUR:mtf:1h:support:380","BTC-EUR","mean_reversion","closed_win","win","shadow_quality_blocked","blocked_shadow","hard_cost_r_block;quality_score_below_strategy_minimum;trend_score_below_minimum;late_or_extended_entry","2026-06-26T13:47:51.974Z","2026-06-26T13:57:52.349Z","long","52064","51984.72","52182.92","-2.35","-0.47","5","1.97","6.57","3.28","6.9","0","Take Profit","0.3394","0.3963","Range"
"magi_15_htf_mtf_revisit_trade_management_v2:liquidity_sweep_fade:BTC-EUR:BTC-EUR:mtf:1h:support:380","BTC-EUR","liquidity_sweep_fade","closed_win","win","shadow_quality_blocked","blocked_shadow","hard_cost_r_block;quality_score_below_strategy_minimum;trend_score_below_minimum;late_or_extended_entry","2026-06-26T13:47:51.974Z","2026-06-26T13:57:52.349Z","long","52064","51984.72","52182.92","-2.35","-0.47","5","1.97","6.57","3.28","6.9","0","Take Profit","0.3562","0.3963","Unknown"
"magi_15_htf_mtf_revisit_trade_management_v2:range_bounce:BTC-EUR:BTC-EUR:mtf:1h:support:380","BTC-EUR","range_bounce","closed_win","win","shadow_quality_blocked","blocked_shadow","hard_cost_r_block;quality_score_below_strategy_minimum;trend_score_below_minimum;late_or_extended_entry","2026-06-26T13:47:51.974Z","2026-06-26T13:57:52.349Z","long","52064","51984.72","52182.92","-2.35","-0.47","5","1.97","6.57","3.28","6.9","0","Take Profit","0.3394","0.3963","Range"
"magi_15_htf_mtf_revisit_trade_management_v2:scout_touch_rejection:BTC-EUR:BTC-EUR:mtf:1h:support:382","BTC-EUR","scout_touch_rejection","closed_win","win","shadow_quality_blocked","blocked_shadow","hard_cost_r_block;quality_score_below_strategy_minimum;late_or_extended_entry","2026-06-26T13:47:51.974Z","2026-06-26T13:57:52.349Z","long","52064","51984.88","52182.68","-2.37","-0.47","5","1.97","6.58","3.29","6.91","0","Take Profit","0.3834","0.5473","Unknown"
"magi_15_htf_mtf_revisit_trade_management_v2:momentum_continuation:BTC-EUR:BTC-EUR:mtf:1h:support:382","BTC-EUR","momentum_continuation","closed_win","win","shadow_quality_blocked","blocked_shadow","hard_cost_r_block;quality_score_below_strategy_minimum;late_or_extended_entry","2026-06-26T13:47:51.974Z","2026-06-26T13:57:52.349Z","long","52064","51984.88","52182.68","-2.37","-0.47","5","1.97","6.58","3.29","6.91","0","Take Profit","0.4203","0.681","Trending"
"magi_15_htf_mtf_revisit_trade_management_v2:mean_reversion:BTC-EUR:BTC-EUR:mtf:1h:support:382","BTC-EUR","mean_reversion","closed_win","win","shadow_quality_blocked","blocked_shadow","hard_cost_r_block;quality_score_below_strategy_minimum;trend_score_below_minimum;late_or_extended_entry","2026-06-26T13:47:51.974Z","2026-06-26T13:57:52.349Z","long","52064","51984.88","52182.68","-2.37","-0.47","5","1.97","6.58","3.29","6.91","0","Take Profit","0.3394","0.3963","Range"
"magi_15_htf_mtf_revisit_trade_management_v2:liquidity_sweep_fade:BTC-EUR:BTC-EUR:mtf:1h:support:382","BTC-EUR","liquidity_sweep_fade","closed_win","win","shadow_quality_blocked","blocked_shadow","hard_cost_r_block;quality_score_below_strategy_minimum;trend_score_below_minimum;late_or_extended_entry","2026-06-26T13:47:51.974Z","2026-06-26T13:57:52.349Z","long","52064","51984.88","52182.68","-2.37","-0.47","5","1.97","6.58","3.29","6.91","0","Take Profit","0.3562","0.3963","Unknown"
"magi_15_htf_mtf_revisit_trade_management_v2:range_bounce:BTC-EUR:BTC-EUR:mtf:1h:support:382","BTC-EUR","range_bounce","closed_win","win","shadow_quality_blocked","blocked_shadow","hard_cost_r_block;quality_score_below_strategy_minimum;trend_score_below_minimum;late_or_extended_entry","2026-06-26T13:47:51.974Z","2026-06-26T13:57:52.349Z","long","52064","51984.88","52182.68","-2.37","-0.47","5","1.97","6.58","3.29","6.91","0","Take Profit","0.3394","0.3963","Range"
"magi_15_htf_mtf_revisit_trade_management_v2:scout_touch_rejection:BTC-EUR:BTC-EUR:mtf:1h:support:434","BTC-EUR","scout_touch_rejection","closed_win","win","primary","passed","","2026-06-26T13:47:51.974Z","2026-06-26T13:57:52.349Z","long","52064","51884.06","52333.9","3.16","0.63","5","0.87","2.89","1.45","3.04","0","Take Profit","0.6276","0.7135","Unknown"
"magi_15_htf_mtf_revisit_trade_management_v2:momentum_continuation:BTC-EUR:BTC-EUR:mtf:1h:support:434","BTC-EUR","momentum_continuation","closed_win","win","shadow_quality_blocked","blocked_shadow","quality_score_below_strategy_minimum","2026-06-26T13:47:51.974Z","2026-06-26T13:57:52.349Z","long","52064","51884.06","52333.9","3.16","0.63","5","0.87","2.89","1.45","3.04","0","Take Profit","0.6377","0.7725","Trending"
"magi_15_htf_mtf_revisit_trade_management_v2:range_bounce:BTC-EUR:BTC-EUR:mtf:1h:support:434","BTC-EUR","range_bounce","closed_win","win","shadow_correlated_duplicate","passed","","2026-06-26T13:47:51.974Z","2026-06-26T13:57:52.349Z","long","52064","51884.06","52333.9","3.16","0.63","5","0.87","2.89","1.45","3.04","0","Take Profit","0.6274","0.7109","Range"
"magi_15_htf_mtf_revisit_trade_management_v2:momentum_continuation:BTC-EUR:BTC-EUR:mtf:1h:support:429","BTC-EUR","momentum_continuation","closed_loss","break_even","primary","passed","","2026-06-26T15:07:53.852Z","2026-06-26T18:47:59.183Z","long","52375","51882.57","53113.65","-1.59","-0.32","5","0.32","1.06","0.53","1.19","-0.13","Break Even","0.6444","0.772","Trending"
"magi_15_htf_mtf_revisit_trade_management_v2:scout_touch_rejection:BTC-EUR:BTC-EUR:mtf:1h:support:419","BTC-EUR","scout_touch_rejection","closed_loss","break_even","primary","passed","","2026-06-26T11:12:48.384Z","2026-06-26T12:42:50.479Z","long","52083","51879.06","52388.91","-3.83","-0.77","5","0.77","2.55","1.28","1.22","-1.56","Break Even","0.6334","0.6557","Unknown"
"magi_15_htf_mtf_revisit_trade_management_v2:breakout_retest:BTC-EUR:BTC-EUR:mtf:1h:support:419","BTC-EUR","breakout_retest","closed_loss","loss","primary","passed","","2026-06-26T10:57:48.393Z","2026-06-26T11:07:48.188Z","short","51958","52164.94","51647.59","-8.77","-1.75","5","0.75","2.51","1.26","0","-1.02","Stop Loss","0.6716","0.781","Trending"
"magi_15_htf_mtf_revisit_trade_management_v2:momentum_continuation:BTC-EUR:BTC-EUR:mtf:1h:support:419","BTC-EUR","momentum_continuation","closed_loss","loss","shadow_quality_blocked","blocked_shadow","late_or_extended_entry","2026-06-26T10:07:46.877Z","2026-06-26T12:42:50.479Z","long","52336","51879.06","53021.41","-6.72","-1.34","5","0.34","1.15","0.57","0.15","-1.25","Stop Loss","0.6602","0.781","Trending"
"magi_15_htf_mtf_revisit_trade_management_v2:range_bounce:BTC-EUR:BTC-EUR:mtf:1h:support:419","BTC-EUR","range_bounce","closed_loss","break_even","shadow_correlated_duplicate","passed","","2026-06-26T11:12:48.384Z","2026-06-26T12:42:50.479Z","long","52083","51879.06","52388.91","-3.83","-0.77","5","0.77","2.55","1.28","1.22","-1.56","Break Even","0.631","0.6853","Range"
"magi_15_htf_mtf_revisit_trade_management_v2:volatility_breakout:BTC-EUR:BTC-EUR:mtf:1h:support:419","BTC-EUR","volatility_breakout","closed_loss","loss","shadow_correlated_duplicate","passed","","2026-06-26T10:57:48.393Z","2026-06-26T11:07:48.188Z","short","51958","52164.94","51647.59","-8.77","-1.75","5","0.75","2.51","1.26","0","-1.02","Stop Loss","0.6716","0.781","High Volatility"
"magi_15_htf_mtf_revisit_trade_management_v2:scout_touch_rejection:BTC-EUR:BTC-EUR:htf:4h:support:116","BTC-EUR","scout_touch_rejection","closed_loss","loss","shadow_quality_blocked","blocked_shadow","quality_score_below_strategy_minimum","2026-06-26T13:57:52.349Z","2026-06-26T14:02:52.379Z","long","52564","52406.19","52800.71","-10","-2","5","1","3.33","1.67","0","-1.24","Stop Loss","0.4129","0.5075","Unknown"
"magi_15_htf_mtf_revisit_trade_management_v2:breakout_retest:BTC-EUR:BTC-EUR:htf:4h:support:116","BTC-EUR","breakout_retest","closed_win","win","shadow_quality_blocked","blocked_shadow","hard_cost_r_block;quality_score_below_strategy_minimum","2026-06-26T14:17:52.770Z","2026-06-26T14:37:53.249Z","short","52483","52581.97","52334.55","-0.45","-0.09","5","1.59","5.3","2.65","3.02","-0.49","Take Profit","0.4414","0.6591","Trending"
"magi_15_htf_mtf_revisit_trade_management_v2:momentum_continuation:BTC-EUR:BTC-EUR:htf:4h:support:116","BTC-EUR","momentum_continuation","closed_loss","loss","shadow_quality_blocked","blocked_shadow","quality_score_below_strategy_minimum","2026-06-26T13:57:52.349Z","2026-06-26T14:02:52.379Z","long","52564","52406.19","52800.71","-10","-2","5","1","3.33","1.67","0","-1.24","Stop Loss","0.449","0.6591","Trending"
"magi_15_htf_mtf_revisit_trade_management_v2:mean_reversion:BTC-EUR:BTC-EUR:htf:4h:support:116","BTC-EUR","mean_reversion","closed_loss","loss","shadow_quality_blocked","blocked_shadow","quality_score_below_strategy_minimum;trend_score_below_minimum","2026-06-26T13:57:52.349Z","2026-06-26T14:02:52.379Z","long","52564","52406.19","52800.71","-10","-2","5","1","3.33","1.67","0","-1.24","Stop Loss","0.3777","0.3784","Range"
"magi_15_htf_mtf_revisit_trade_management_v2:liquidity_sweep_fade:BTC-EUR:BTC-EUR:htf:4h:support:116","BTC-EUR","liquidity_sweep_fade","closed_loss","loss","shadow_quality_blocked","blocked_shadow","quality_score_below_strategy_minimum;trend_score_below_minimum","2026-06-26T13:57:52.349Z","2026-06-26T14:02:52.379Z","long","52564","52406.19","52800.71","-10","-2","5","1","3.33","1.67","0","-1.24","Stop Loss","0.3896","0.3784","Unknown"
"magi_15_htf_mtf_revisit_trade_management_v2:range_bounce:BTC-EUR:BTC-EUR:htf:4h:support:116","BTC-EUR","range_bounce","closed_loss","loss","shadow_quality_blocked","blocked_shadow","quality_score_below_strategy_minimum;trend_score_below_minimum","2026-06-26T13:57:52.349Z","2026-06-26T14:02:52.379Z","long","52564","52406.19","52800.71","-10","-2","5","1","3.33","1.67","0","-1.24","Stop Loss","0.3777","0.3784","Range"
"magi_15_htf_mtf_revisit_trade_management_v2:volatility_breakout:BTC-EUR:BTC-EUR:htf:4h:support:116","BTC-EUR","volatility_breakout","closed_win","win","shadow_quality_blocked","blocked_shadow","hard_cost_r_block;quality_score_below_strategy_minimum","2026-06-26T14:17:52.770Z","2026-06-26T14:37:53.249Z","short","52483","52581.97","52334.55","-0.45","-0.09","5","1.59","5.3","2.65","3.02","-0.49","Take Profit","0.4414","0.6591","High Volatility"
"magi_15_htf_mtf_revisit_trade_management_v2:breakout_retest:BTC-EUR:BTC-EUR:htf:4h:support:128","BTC-EUR","breakout_retest","closed_win","win","shadow_quality_blocked","blocked_shadow","hard_cost_r_block;quality_score_below_strategy_minimum","2026-06-26T09:37:46.262Z","2026-06-26T09:52:46.573Z","short","52595","52689.29","52453.56","-0.87","-0.17","5","1.67","5.58","2.79","4.62","-0.12","Take Profit","0.4276","0.6591","Trending"
"magi_15_htf_mtf_revisit_trade_management_v2:momentum_continuation:BTC-EUR:BTC-EUR:htf:4h:support:128","BTC-EUR","momentum_continuation","closed_loss","loss","shadow_quality_blocked","blocked_shadow","hard_cost_r_block;quality_score_below_strategy_minimum","2026-06-26T09:42:46.454Z","2026-06-26T09:47:46.573Z","long","52601","52520.55","52721.67","-14.81","-2.96","5","1.96","6.54","3.27","0","-1.45","Stop Loss","0.4142","0.5918","Trending"
"magi_15_htf_mtf_revisit_trade_management_v2:volatility_breakout:BTC-EUR:BTC-EUR:htf:4h:support:128","BTC-EUR","volatility_breakout","closed_win","win","shadow_quality_blocked","blocked_shadow","hard_cost_r_block;quality_score_below_strategy_minimum","2026-06-26T09:37:46.262Z","2026-06-26T09:52:46.573Z","short","52595","52689.29","52453.56","-0.87","-0.17","5","1.67","5.58","2.79","4.62","-0.12","Take Profit","0.4276","0.6591","High Volatility"
"magi_15_htf_mtf_revisit_trade_management_v2:momentum_continuation:BTC-EUR:BTC-EUR:mtf:1h:support:406","BTC-EUR","momentum_continuation","closed_win","win","shadow_quality_blocked","blocked_shadow","quality_score_below_strategy_minimum","2026-06-25T17:53:49.608Z","2026-06-25T21:58:54.921Z","long","52272","51874.52","52868.22","5.52","1.1","5","0.4","1.32","0.66","1.63","-0.77","Take Profit","0.5965","0.7523","Trending"
"magi_15_htf_mtf_revisit_trade_management_v2:scout_touch_rejection:BTC-EUR:BTC-EUR:mtf:1h:support:429","BTC-EUR","scout_touch_rejection","closed_win","win","primary","passed","","2026-06-26T13:52:52.250Z","2026-06-26T13:57:52.349Z","long","52131","51882.42","52503.87","4.35","0.87","5","0.63","2.1","1.05","1.93","0","Take Profit","0.6116","0.6402","Unknown"
"magi_15_htf_mtf_revisit_trade_management_v2:range_bounce:BTC-EUR:BTC-EUR:mtf:1h:support:429","BTC-EUR","range_bounce","closed_win","win","shadow_quality_blocked","blocked_shadow","quality_score_below_strategy_minimum","2026-06-26T13:52:52.250Z","2026-06-26T13:57:52.349Z","long","52131","51882.42","52503.87","4.35","0.87","5","0.63","2.1","1.05","1.93","0","Take Profit","0.6186","0.6779","Range"
"magi_15_htf_mtf_revisit_trade_management_v2:momentum_continuation:BTC-EUR:BTC-EUR:mtf:1h:support:409","BTC-EUR","momentum_continuation","closed_win","win","shadow_quality_blocked","blocked_shadow","quality_score_below_strategy_minimum","2026-06-25T17:53:49.608Z","2026-06-25T21:58:54.921Z","long","52272","51875.72","52866.42","5.52","1.1","5","0.4","1.32","0.66","1.64","-0.78","Take Profit","0.5964","0.7523","Trending"
"magi_15_htf_mtf_revisit_trade_management_v2:scout_touch_rejection:BTC-EUR:BTC-EUR:mtf:1h:support:418","BTC-EUR","scout_touch_rejection","closed_loss","loss","shadow_quality_blocked","blocked_shadow","hard_cost_r_block;quality_score_below_strategy_minimum","2026-06-25T19:18:51.517Z","2026-06-25T19:23:51.638Z","long","52023","51990.33","52072","-28.88","-5.78","5","4.78","15.92","7.96","1.71","-1.81","Stop Loss","0.4098","0.5125","Unknown"
"magi_15_htf_mtf_revisit_trade_management_v2:breakout_retest:BTC-EUR:BTC-EUR:mtf:1h:support:418","BTC-EUR","breakout_retest","closed_loss","loss","shadow_quality_blocked","blocked_shadow","cost_r_above_quality_allowance;quality_score_below_strategy_minimum","2026-06-25T19:23:51.638Z","2026-06-25T19:33:51.723Z","short","51970","52097.66","51778.51","-11.11","-2.22","5","1.22","4.07","2.04","0","-1.1","Stop Loss","0.4434","0.6619","Trending"
"magi_15_htf_mtf_revisit_trade_management_v2:momentum_continuation:BTC-EUR:BTC-EUR:mtf:1h:support:418","BTC-EUR","momentum_continuation","closed_loss","loss","shadow_quality_blocked","blocked_shadow","hard_cost_r_block;quality_score_below_strategy_minimum","2026-06-25T19:18:51.517Z","2026-06-25T19:23:51.638Z","long","52023","51990.33","52072","-28.88","-5.78","5","4.78","15.92","7.96","1.71","-1.81","Stop Loss","0.4469","0.6619","Trending"
"magi_15_htf_mtf_revisit_trade_management_v2:mean_reversion:BTC-EUR:BTC-EUR:mtf:1h:support:418","BTC-EUR","mean_reversion","closed_loss","loss","shadow_quality_blocked","blocked_shadow","hard_cost_r_block;quality_score_below_strategy_minimum;trend_score_below_minimum","2026-06-25T19:18:51.517Z","2026-06-25T19:23:51.638Z","long","52023","51990.33","52072","-28.88","-5.78","5","4.78","15.92","7.96","1.71","-1.81","Stop Loss","0.3725","0.3806","Range"
"magi_15_htf_mtf_revisit_trade_management_v2:liquidity_sweep_fade:BTC-EUR:BTC-EUR:mtf:1h:support:418","BTC-EUR","liquidity_sweep_fade","closed_loss","loss","shadow_quality_blocked","blocked_shadow","hard_cost_r_block;quality_score_below_strategy_minimum;trend_score_below_minimum","2026-06-25T19:18:51.517Z","2026-06-25T19:23:51.638Z","long","52023","51990.33","52072","-28.88","-5.78","5","4.78","15.92","7.96","1.71","-1.81","Stop Loss","0.3861","0.3806","Unknown"
"magi_15_htf_mtf_revisit_trade_management_v2:range_bounce:BTC-EUR:BTC-EUR:mtf:1h:support:418","BTC-EUR","range_bounce","closed_loss","loss","shadow_quality_blocked","blocked_shadow","hard_cost_r_block;quality_score_below_strategy_minimum;trend_score_below_minimum","2026-06-25T19:18:51.517Z","2026-06-25T19:23:51.638Z","long","52023","51990.33","52072","-28.88","-5.78","5","4.78","15.92","7.96","1.71","-1.81","Stop Loss","0.3725","0.3806","Range"
"magi_15_htf_mtf_revisit_trade_management_v2:breakout_retest:SOL-EUR:SOL-EUR:mtf:1h:support:62","SOL-EUR","breakout_retest","closed_win","win","shadow_quality_blocked","blocked_shadow","quality_score_below_strategy_minimum;trend_score_below_minimum","2026-06-26T07:29:43.169Z","2026-06-26T09:44:46.352Z","short","61.91","62.55","60.95","6.05","1.21","5","0.29","0.97","0.48","1.54","-0.32","Take Profit","0.4366","0.3689","Trending"
"magi_15_htf_mtf_revisit_trade_management_v2:scout_touch_rejection:BTC-EUR:BTC-EUR:htf:4h:support:118","BTC-EUR","scout_touch_rejection","closed_loss","loss","primary","passed","","2026-06-25T21:33:54.325Z","2026-06-26T02:16:32.485Z","long","52598","52042.26","53431.61","-6.42","-1.28","5","0.28","0.95","0.47","0.58","-1.82","Stop Loss","0.6092","0.4971","Unknown"
"magi_15_htf_mtf_revisit_trade_management_v2:breakout_retest:BTC-EUR:BTC-EUR:htf:4h:support:118","BTC-EUR","breakout_retest","closed_timeout","timeout","primary","passed","","2026-06-25T20:53:53.528Z","2026-06-26T01:56:32.114Z","short","52174","53063.74","50839.39","-1.3","-0.26","5","0.18","0.59","0.29","0.09","-0.84","Timeout","0.6063","0.5513","Trending"
"magi_15_htf_mtf_revisit_trade_management_v2:momentum_continuation:BTC-EUR:BTC-EUR:htf:4h:support:118","BTC-EUR","momentum_continuation","closed_win","win","shadow_quality_blocked","blocked_shadow","quality_score_below_strategy_minimum;late_or_extended_entry","2026-06-25T21:08:53.904Z","2026-06-25T21:38:54.528Z","long","52293","52042.26","52669.11","4.37","0.87","5","0.63","2.09","1.04","1.54","0","Take Profit","0.5403","0.7234","Trending"
"magi_15_htf_mtf_revisit_trade_management_v2:range_bounce:BTC-EUR:BTC-EUR:htf:4h:support:118","BTC-EUR","range_bounce","closed_loss","loss","shadow_correlated_duplicate","passed","","2026-06-25T21:33:54.325Z","2026-06-26T02:16:32.485Z","long","52598","52042.26","53431.61","-6.42","-1.28","5","0.28","0.95","0.47","0.58","-1.82","Stop Loss","0.6224","0.5566","Range"
"magi_15_htf_mtf_revisit_trade_management_v2:volatility_breakout:BTC-EUR:BTC-EUR:htf:4h:support:118","BTC-EUR","volatility_breakout","closed_timeout","timeout","shadow_quality_blocked","blocked_shadow","quality_score_below_strategy_minimum","2026-06-25T21:03:53.720Z","2026-06-26T02:06:32.299Z","short","52232","53063.74","50984.39","-0.72","-0.14","5","0.19","0.63","0.31","0.17","-0.83","Timeout","0.6178","0.7234","High Volatility"
"magi_15_htf_mtf_revisit_trade_management_v2:breakout_retest:BTC-EUR:BTC-EUR:htf:4h:support:122","BTC-EUR","breakout_retest","closed_timeout","timeout","primary","passed","","2026-06-26T07:17:42.974Z","2026-06-26T12:17:49.856Z","short","53186","54731.74","50867.39","2.71","0.54","5","0.1","0.34","0.17","0.79","-0.06","Timeout","0.6115","0.5977","Trending"
"magi_15_htf_mtf_revisit_trade_management_v2:momentum_continuation:BTC-EUR:BTC-EUR:htf:4h:support:122","BTC-EUR","momentum_continuation","closed_loss","loss","shadow_quality_blocked","blocked_shadow","hard_cost_r_block;quality_score_below_strategy_minimum;late_or_extended_entry","2026-06-26T07:17:42.974Z","2026-06-26T07:47:43.663Z","long","53186","53097.38","53318.93","-14","-2.8","5","1.8","6","3","0.97","-1.12","Stop Loss","0.4857","0.748","Trending"
"magi_15_htf_mtf_revisit_trade_management_v2:volatility_breakout:BTC-EUR:BTC-EUR:htf:4h:support:122","BTC-EUR","volatility_breakout","closed_timeout","timeout","shadow_quality_blocked","blocked_shadow","quality_score_below_strategy_minimum","2026-06-26T07:17:42.974Z","2026-06-26T12:17:49.856Z","short","53186","54731.74","50867.39","2.71","0.54","5","0.1","0.34","0.17","0.79","-0.06","Timeout","0.6115","0.5977","High Volatility"
"magi_15_htf_mtf_revisit_trade_management_v2:scout_touch_rejection:BTC-EUR:BTC-EUR:mtf:1h:support:436","BTC-EUR","scout_touch_rejection","closed_loss","break_even","shadow_quality_blocked","blocked_shadow","hard_cost_r_block;quality_score_below_strategy_minimum","2026-06-26T11:17:48.455Z","2026-06-26T11:52:49.373Z","long","52056","51998.96","52141.56","-13.69","-2.74","5","2.74","9.13","4.56","1.42","-0.51","Break Even","0.3993","0.4768","Unknown"
"magi_15_htf_mtf_revisit_trade_management_v2:breakout_retest:BTC-EUR:BTC-EUR:mtf:1h:support:436","BTC-EUR","breakout_retest","closed_loss","loss","shadow_quality_blocked","blocked_shadow","hard_cost_r_block;quality_score_below_strategy_minimum","2026-06-26T10:47:47.771Z","2026-06-26T11:07:48.188Z","short","52017","52090.89","51906.16","-15.56","-3.11","5","2.11","7.04","3.52","0.8","-2.07","Stop Loss","0.4413","0.6619","Trending"
"magi_15_htf_mtf_revisit_trade_management_v2:momentum_continuation:BTC-EUR:BTC-EUR:mtf:1h:support:436","BTC-EUR","momentum_continuation","closed_win","win","shadow_quality_blocked","blocked_shadow","hard_cost_r_block;quality_score_below_strategy_minimum","2026-06-26T10:52:47.870Z","2026-06-26T11:07:48.188Z","long","52020","51942.11","52136.84","-2.52","-0.5","5","2","6.68","3.34","1.93","-0.8","Take Profit","0.443","0.681","Trending"
"magi_15_htf_mtf_revisit_trade_management_v2:mean_reversion:BTC-EUR:BTC-EUR:mtf:1h:support:436","BTC-EUR","mean_reversion","closed_win","win","shadow_quality_blocked","blocked_shadow","hard_cost_r_block;quality_score_below_strategy_minimum;trend_score_below_minimum","2026-06-26T11:22:48.587Z","2026-06-26T11:27:48.782Z","long","52032","51998.46","52082.31","-15.77","-3.15","5","4.65","15.51","7.76","1.67","0","Take Profit","0.3795","0.3963","Range"
"magi_15_htf_mtf_revisit_trade_management_v2:liquidity_sweep_fade:BTC-EUR:BTC-EUR:mtf:1h:support:436","BTC-EUR","liquidity_sweep_fade","closed_win","win","shadow_quality_blocked","blocked_shadow","hard_cost_r_block;quality_score_below_strategy_minimum;trend_score_below_minimum","2026-06-26T11:22:48.587Z","2026-06-26T11:27:48.782Z","long","52032","51998.46","52082.31","-15.77","-3.15","5","4.65","15.51","7.76","1.67","0","Take Profit","0.3963","0.3963","Unknown"
"magi_15_htf_mtf_revisit_trade_management_v2:range_bounce:BTC-EUR:BTC-EUR:mtf:1h:support:436","BTC-EUR","range_bounce","closed_loss","break_even","shadow_quality_blocked","blocked_shadow","hard_cost_r_block;quality_score_below_strategy_minimum;trend_score_below_minimum","2026-06-26T11:17:48.455Z","2026-06-26T11:52:49.373Z","long","52056","51998.96","52141.56","-13.69","-2.74","5","2.74","9.13","4.56","1.42","-0.51","Break Even","0.3623","0.3645","Range"
"magi_15_htf_mtf_revisit_trade_management_v2:volatility_breakout:BTC-EUR:BTC-EUR:mtf:1h:support:436","BTC-EUR","volatility_breakout","closed_loss","loss","shadow_quality_blocked","blocked_shadow","hard_cost_r_block;quality_score_below_strategy_minimum","2026-06-26T10:47:47.771Z","2026-06-26T11:07:48.188Z","short","52017","52090.89","51906.16","-15.56","-3.11","5","2.11","7.04","3.52","0.8","-2.07","Stop Loss","0.4413","0.6619","High Volatility"
"magi_15_htf_mtf_revisit_trade_management_v2:scout_touch_rejection:ETH-EUR:ETH-EUR:mtf:1h:support:298","ETH-EUR","scout_touch_rejection","closed_loss","loss","primary","passed","","2026-06-26T03:57:34.787Z","2026-06-26T04:52:35.821Z","long","1368.65","1361.78","1378.96","-7.99","-1.6","5","0.6","1.99","1","0.3","-1.19","Stop Loss","0.6172","0.5434","Unknown"
